2832	9344	11638	9735	4885	4918	11332	5039	8193	2476	11270	5929	1673	1680	566	1674	3203	555	11619	207	5095	2090	2951	3374	4368	7514	6912	6446	48	6984	7498	3192	1098	11204	4076	4814	3118	6460	5298	549	5163	5856	9990	11801	8962	1696	5160.5	4994	2309	3708	11768	8854	1893	4538	3976	5928	614	8989	2700	4145	8377	7595	8466	2226	2488	9715	5533	2898	3165	4961	9851	5892	11827	3802.5	2376	6932	10337	3662	3282	8066	2409	692	1285	2438	8907	10703	3442	7072	29	7553	4098	9357	5216	2663	2363	5950	9158	1230	4536	2343	11669	3762	259	8519	7915	4367	11431	5158	9401	815	9182	6619	9806	7500	9400	4421	8049	328	7118	8565	8151	1518	11509	1371	7513	11139	7309	9563.5	10438	5651	9681	1497	1326	7966	6639	7043	5492	11789	3666	7974	7943	2398	3323	11251	11435	4722	5577	7078	3386	925	10303	4975	11713	4341	4719	11328	3223	7489	4222	8517	9822	3339	1131	11823	1902	5678	3465	5335	7019.5	2774	1361	2111	934	6909.5	2060	9131	9955	8728	2375	7026	11452	7853	8146	9900	3533	3860	2661	822	11543	5515	6415	9501	7012	11787	1583	3993	3104	799	5481	5778	10162	2649.5	6736	628	8791	11799	3321	6540	6591.5	4255	1201	827	165	6628	1097	1647	2647	11369	1541	3357	10367.5	7473	6350	2132	8620.5	1970	2251	456	2031	1457	533	6522	6298.5	11187	1588	4534	4774	7926.5	246	7198	2707	11570	1106	2528	386	5393.5	345	1317	7708	2846	11156	1239	664	9452	3543	5273	172	10120	11333	432	9829.5	8871	10542	5809	5509	4238	5693	11622	10898	9210	3188	9309	474	7143	211	3510	5167	543	70	11268	842	8959	11836	4803	1358	2461	1593.5	3152	3517	10253	358	8097	10307	9358	3775	430	11050	7479	8045	6816	4670	7509	2529	2841	4096	11018	3516	7289	7457	6053	9613	129	3263	3030.5	11587	5247	6757.5	6936	10871	6552	1073	2590	292	11460	9696	6481	8162	2727	1423	11143	2992	5637.5	5053	1465	4395	8753	7981	8017	9679	1691	10057	6254.5	8464	6479	11081	2315	786	6915	10993	11608	7572	11007	795	9205	1265	7506	685	1178	7905	5215	9526	2365	11026	8687	7778	5790	9736	10656	2069	11737	11167	7152	6391	9595	4562	8748	4589.5	2765	10854	4511	870	10957	8600	3043	9507	1072	1182	4840	8327	1197	4340	11689	7	184	7305	10651	1953	84	1200	10178	3020	4315	8486	5620	1969	5621	9093	6404	6464	3846	7255	9506	11402	8	4588	9675	3269.5	8537	4607.5	5327	6759.5	10806	4199	4258	6403	1861	5006	2877	4853	4870	1186	1568	7062	9353	11469	3909	3853	4020	10727	2327	5844	876	11250	9154	8717.5	9434	8069	2803	4161	1259	2130	11671	6308	9347	5208	5038	8613	1466.5	6659	10197	3945	9173	4328	1294	10167	11382	1174	5810	90	2562	8357	5521	122	5060.5	9758	10401	4138	2464.5	6539	1321	2659	6334	2836	8052	5504	2181.5	6024.5	2104	4942	9287	6470	3804	8911	7813	10112	11386	6038	3907	6568	3519
9599	3832	11791	743	11433	8977	11788	3791	11571	4080	11543	8147	9924.5	9978	9729	5296	6687	10958	11302	5739	10205	9312	8487	5570	215	811	10463	10214	573	9103	11264	8537	8941	4253	8747	8964	4927	3459	5503	1073	822	1327	3679	56	10893	11011	9130	11667	7419	1203	5275	5802	9049	5001	1390	1695	2652.5	1262	10751	7492	4684.5	7829	5405	201	7717	9071	5585.5	8137	6142	8021	739	8615	3186	5634	7886	9147	2172	7591	8360	9624	8952	4064	9404	4718	8146	1715	2692	3942.5	2699	2363	6878.5	3801	10507	10422	9788	9848	6290	1354	10621	9394	6956	5596	1287	20	75	6582	5682	11738	4237	10433	5357	6811	333	9357	11180	1023	5366	6486	1792	5824	3288	8006	9220	7944.5	8274	10769	11067	11113.5	6646.5	2475	3685	10687	8777	9205.5	11653	1665	5102	6726	4762	2716	10275	8073	676	11441	11764	1209	3974	2114	9236	4103	11087	5796.5	7205	10967	207	10990	7437	8669	1619	1683	6614	11358	10881	11688	8455.5	292	1109	11151	6373	10344	10244	8871	6913	8660	7269	4386	6977	4763.5	6655	8336	11802	10174	9634	6335	2848	5940	4819	11548	4396	10294	10801	11000	9701	2605	8328	10770	5863	4251	7555	8464	5316	4668	3069	5024	10620	2530	7069	2745	6208	8816.5	5196	6112	214	11359	10197	4378	10083	8365.5	2755	9164	5404	459	5794	8634	4670.5	9963	10073	10692	63	5250	5795	740	3708	3011	6272	3361	8645	6925	1567	3622	8807	379	10313	8818	6775	3630	199	4425	10168	5928.5	5384	11428	11096	3484	11147	6735	490	3356.5	9232	4046	2084	9208	24	10484	9428	9876	6547	6138	8540	1534	10539	3926	4234	2508	3474	8939	7409	473	2672	2730	8832	1689	5053	7048	6121	6999	9113	8028	11393	7831	2120	5381	9337	10412	4696	7250	7584	8822	3388.5	5332	4302	8740	2356	9430	6203	3090	9561	11298	6855	547.5	11837	11201	4365	3949	5766	9690	3184	11649	5730	3024	9204	210	65	10346	11593	5394	4256	3636.5	486	9537	3624	4288	4532	10959	7398.5	5651	3337	2412	3519	1589	9597	9657	3555	2977	7757	9626	10296	9649.5	11390	302	4701	8439	10411	1605	9548	1797.5	4869	7546	6394	7917.5	4073	3691	5105	3407	3481	3627	3351	4410.5	2502	5093	9274	5976	4878	835	1853	11389	2481	8502	652	4023	6008	1364	8184	4690	4669	4704	7904	5944	10641	1591	953	8569	758	8798.5	10260	482	8239	9865	10074	247	3135	6675	3500	1230	11412	3013	4134	8968	1409	3304	5113	1504	11464	4879	8748	4100	5898	6746	7527	8058	6258	1249	5594	10240	6003	7350	3318.5	7425.5	5901	8334	7827	3336	7121	9313	1727	4099	7147	7805	2737	5410	7519	76	11621	3007	1559	1625	10440	10184	7530	7529	5032	2042	1820.5	5286	5611	5154	7197	977	5892	6758	6130	6507	9829	8609	1052	7814	9959	5255	3382	9916	9410.5	7169	991	4249.5	2459	4385	5625.5	4185	9764	10447	1704	7501.5	7784	2184	4120	7008	10720	1934	6286	1159	7824.5	7448	3450	11728	1188	2113	886	6379	4257	10906
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6033	4971	2422.5	7343	2272	2595	9573	2050	6814.5	11560	4139	3524	7947.5	9720	11438	7136	6804.5	988	4082	11132	8709	7260.5	8472	3413	11559	5430	6745	8880	9557	3800	4473	7793	5955	4540	5552	4495	6026	9258.5	4329	9552	9043	5066	11757	9458	3649	4202	5898	1457	5651	27	11297	83	6685	4229	727	10472	2739	569	1853	10640	2704	4606	5949.5	8858	4086	5598	1420	10386	9035	776	1439	9797	2070	6820	3926	11527	4638	4957	7460	7476.5	7289	7140	7000	6441	3059	11550	114	3480.5	10224	11725	11233	6006	6263	3127	6524	1767	6422	7514	10583	9089	1019	8848	5536	9137	11315	6125	9546.5	4732	5906	10025	3476	9028	5014	757	6839	6334	3928	10937	7630	9094	3517	2894	3773	9365	326	585	7896	5870	11634	6911	6714	2997	3541	5311	11682	11582	921	9948	9124.5	1772	728	5008	8679	7097	2558	7210	6405	11808	3352	6090	10597	5967	1044	10654	11673	1798	7242	8308	10869	4972	1242	1074	1722	10221	5944	9695	8698	9244	10512	8847	8303	482	5218	1416	6783	8966	4718	8849	8742	561	1990	7679	1020	4123	8252	9859	8375	11199	6516	3427.5	7607	10837	7755	10020	593	2159	2394	3997	7229	2441	3486	8186	1592	10228	2712	660	3256	1938	2716	9675	10440	11096	4072	4661	10907	10927	10942	4719	4260	4667	8230.5	2414	10662	5652	11575	4525	10229	9894	519	1176	2448	1184	1137	9700	4616	1221	3112	2028	1582	3606.5	9640	272	480	8908	7137	3018	365	1508	10503	7671	4537	9398	11541	8009	4105	5038.5	5588.5	7209	11571	203	7633	9644	1453	10011.5	6928	6774	11397	5694	662	9	6711	4166	5275	7835.5	3979	8148	6742	1087.5	1344	1256	11038	2650	398	4459	6664	8524	7597.5	11453	7064	220	1538.5	426	503	8521	2249	5805	7937	9317.5	5930	3105.5	8137	9417	143	3239	10559	4716	324	8627	10589	7179	11250	11580	8455	1813	9487	4047	8753	1897	4763	3716	4176	2292	1717	549	1763	8830	8464	4137	7507	5737	11623	7530	7667	11768	9183	5009	3054	10483	4174	1620	11614	10227	8426	4346	5544	4684	8670	2918	2209	7907	7995	4663	11239	918	9269	11715.5	1738	6437	7075	8384	10076	729	1904	2370	8482	5910	6191	9990	7353.5	959.5	1397	6926	5890	743	6834	11782	154	2158	4995	2912	9330.5	312	5644	10638	4411	8320	344	5047	6103	2533	2230	148	11360	1130	9258.5	348	7910	10725	4354	4181	10106	4247	7028	6317	1481	7628	4725	3157	2882	6104	11827	6872	11822	816	8513	4697	1191	5104	4020	1518	3301.5	8536	3779	3692	317	8013	4115	7129	11678	10681	11532	10565	9023	10205	155	1625	9924.5	916	6724	1786	6259.5	9285	5197	2374	7475	1984	1202	4979	6679	7721	9086.5	271	7547	2471	2360	6629	11172	7894	8762.5	1806	2811	19	2304	8870	11684	6439	8751	2566	7218	9928	9939	8037	11671	5936.5	4755.5	6726	6054	3969	11585	10720	7150	1269	5169	2406	7740	7509	4960	1181	3226.5	2804	1542	4410	7024	9579	2008	1157	7640	3465	982	11048
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8167	7253	8791	9396	1274	11532	2460	524	847	10432	405	9530	9759	9774	6690	10013	6071	6953	1387	11387	9320	10000	9526	7205	7059	10971	4106	10800	10500	3742	4024	1296	9603	1928	8991	7866	9840	1123	573	11069	4797	1157	8568	3336	11403	1447	8185	655	8947	11214	2234	7596	9539	9283	6698	7265	675	11251	11405	10385	9209	1754	9115	9548	5251	525	915	9131	4448.5	8297	4934	9688	5211	5332.5	10929	1758	9368	6218	5976.5	11023	9272	6790	5288	9604	6363	2323	1981	8775	11793	5668	10178	7225.5	928	1331	7432	3257.5	5150	8520.5	2786	7607	2561	4909	10137	3676	3	8649	1665	11495	297	7347	6356	7014	706	7372	6120	4840	9873	10559	2653	9887	1956	7192.5	10913	2311	1251	11294	1509	4921	10452	8617	620	9138.5	8284	6583	2419	8049	7067	113	2538.5	902	678	8728	4118	1102	9624	3241	7695	730	9623	8183	9262	4270.5	3167	10022	4632	115	8026	7702	918	9048	7763	559	9711	1099	8386	1069	177	9330	9960	9804	9271	651	7374	8170	8218	8438	3950	4750	4830	979	2229	3086	7954	7850	4771	8096	4418	3211	3956	9033	11500	1234	4931	1426	2588	1528.5	4520	11240	7286	6542	6282	1174	4510	2357	7009	3075	8885	4066	6865.5	5298	6738	7228	2858	6016	9734	5195	4779	9702	4315	10833	3085	2208	3230	11022	10552	6620	4312	10376	3824	1556.5	7521.5	1341	8659	358	3834	1854	9978	2381.5	5205	2249	165	2990	10164	10474	11585	7573	9356	4293	2695	3175	1384	8911	11212	2158.5	120	155	3621	3142.5	1968	9531	1786	6380	1292	3443	6178	7200	2099	1410	10021	6705	7698	10333	3805	5871	5285	9496	3125	8081	11001	6441	10403	160	3935	7688.5	3933	724	1445	3964	11603	2093	8530	2615	3116	2687	3755	4489	9867	6716.5	1978	903	3426	2115	6131	8212	9743	259	10366	3463	4720	8013	9204	8633	6857.5	6369	4541	3382	11160	7933	1534	456	10446	8680	11715	1813	6384	3803	10980	5115	9370	1405	3219	4487	6020	9579	2657	5104	8576	1333	2393	11159	11663	5428.5	11304	2124	2996	9296.5	2847	11483	11609	209	477	4476	9547	268	6912	6691	63	7884	8872	10033	8559	6716.5	680	2655	1823	2175	7074	9143.5	7716	3893	4843	311	3992	11045	4297	1471	1433	8528	6956	4508	983	5131	8735	8070.5	5374	4352	6950	4730	4272	9606	2480	11660	1703	6310	2558	2748	6922	1953	11000	7593	3194	4465	58	1503	1358	1066	8445.5	5201	9857	5049	2737	2771	8622	2662	3804	7614	2603	1664	3727	1590	8577	3958.5	9692	10701	5930	10819	874	8480	3236	8363	8252	1488	3914	5254	8034	11574	4237	10961	4523	2451	6029	10706	9674	2377	834	10218	1131	8984	5524	7049	8058	11590	6889	1326	8102	4623.5	4548	3684	5199	8352	8163.5	11671	5019.5	7042	2475	1490	10275	9629	126	6399	1947	6824	6731	11117	6453	748	11582	5624	6210	9058	4880.5	4824	9382	4440	1686	6700	5980.5	4516	8713	5775	5267	7619	6536	5858	1586	1424	365	2556	1709	10571
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
